person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
28,148000,Mortgage,0,Homeimprovement,D,15000,15.65,1,0.1,Y,5
36,55000,Rent,8,Venture,A,7500,8.9,0,0.14,N,13
33,69600,Mortgage,17,Personal,B,16000,11.99,0,0.23,N,8
27,125000,Mortgage,2,Education,A,8000,6.76,0,0.06,N,10
24,74000,Rent,7,Education,D,8000,15.62,0,0.11,Y,2
30,145000,Mortgage,4,Education,B,12000,NULL,0,0.08,N,8
24,35004,Mortgage,5,Education,A,7000,5.42,0,0.2,N,3
25,108000,Mortgage,9,Personal,B,4800,12.42,0,0.04,N,4
22,57200,Mortgage,7,Debtconsolidation,A,7500,7.51,0,0.13,N,3
38,30000,Rent,5,Venture,C,5000,13.61,0,0.17,Y,11
22,60000,Rent,0,Education,B,15000,11.71,0,0.25,N,3
30,45063,Rent,7,Medical,D,7500,15.05,1,0.17,N,6
23,39000,Rent,0,Personal,E,4800,17.99,1,0.12,N,4
24,33000,Rent,4,Medical,D,4800,14.91,1,0.15,Y,4
27,78000,Mortgage,6,Venture,D,15275,16.89,0,0.2,N,6
27,23004,Rent,6,Education,F,3000,17.8,0,0.13,Y,10
50,60000,Mortgage,8,Debtconsolidation,A,2000,7.49,0,0.03,N,15
24,145000,Mortgage,4,Debtconsolidation,B,20000,11.36,0,0.14,N,3
22,26004,Rent,5,Medical,B,4800,10.99,0,0.18,N,4
30,40000,Rent,8,Venture,A,2500,5.79,0,0.06,N,8
29,45516,Mortgage,13,Debtconsolidation,C,6000,13.49,0,0.13,N,8
41,50780,Mortgage,14,Personal,B,6000,10.99,0,0.12,N,17
25,128500,Mortgage,1,Homeimprovement,C,15000,12.53,0,0.12,Y,3
40,54000,Rent,7,Personal,B,12000,10.62,0,0.22,N,14
21,50000,Rent,5,Education,C,1000,13.49,0,0.02,N,3
23,54000,Mortgage,2,Medical,D,7500,15.58,1,0.14,N,2
30,57600,Mortgage,13,Personal,A,6000,NULL,0,0.1,N,10
31,50000,,3,,A,4500,5.79,0,0.12,N,2
24,80400,Mortgage,5,Personal,A,12000,5.79,0,0.15,N,2
23,89204,Mortgage,5,Education,A,18000,7.9,0,0.2,N,4
21,17916,Rent,1,Medical,A,3000,6,1,0.17,N,3
24,85000,Rent,0,Medical,C,15000,13.11,0,0.18,N,3
22,50000,Rent,3,Venture,C,13000,12.23,0,0.26,N,3
23,25200,Rent,0,Homeimprovement,C,6000,13.23,1,0.24,Y,4
23,48000,Rent,4,Education,C,1600,13.98,0,0.03,N,3
30,100000,Mortgage,14,Medical,B,15000,11.14,0,0.15,N,9
23,61000,Own,1,Personal,B,12000,11.71,0,0.2,N,2
29,53313,Rent,13,Medical,B,19850,NULL,1,0.37,N,7
28,140000,Own,12,Venture,D,18000,16.29,0,0.13,N,7
22,28800,Own,2,Education,D,10000,16.49,0,0.35,Y,2
35,59196,Mortgage,0,Education,A,5000,8,0,0.08,N,5
26,48000,Own,10,Venture,B,15000,11.12,0,0.31,N,3
22,40058,Mortgage,5,Venture,B,6000,9.91,0,0.15,N,2
21,33000,Rent,0,Homeimprovement,C,2000,12.61,1,0.06,Y,3
26,64212,Mortgage,5,Personal,C,9600,14.27,0,0.15,Y,2
22,31200,Mortgage,2,Debtconsolidation,A,1050,7.51,1,0.03,N,4
26,116000,Rent,10,Medical,B,19800,11.48,0,0.17,N,4
28,66560,Rent,4,Personal,B,4800,10.36,0,0.07,N,5
25,48074,Rent,4,Education,C,12000,13.85,0,0.25,Y,4
26,84000,Rent,10,Education,B,12000,NULL,0,0.14,N,2
21,19968,Rent,4,Education,C,5000,NULL,1,0.25,N,2
30,250000,Own,8,Medical,D,15000,15.99,0,0.06,Y,8
45,139380,Own,4,Homeimprovement,A,9000,7.51,0,0.06,N,12
24,73000,Rent,5,Medical,C,9600,13.92,0,0.13,Y,3
40,55000,Rent,14,Homeimprovement,A,18000,7.88,1,0.33,N,14
26,45000,Rent,3,Education,A,6000,5.79,0,0.13,N,2
24,86000,Mortgage,3,Venture,C,15000,13.16,0,0.17,N,3
34,67014,Mortgage,18,Venture,C,16000,13.22,0,0.24,N,8
22,31760,Rent,3,Personal,B,12875,12.53,1,0.41,N,4
25,51684,Mortgage,9,Personal,D,4000,15.99,0,0.08,N,4
23,57700,Mortgage,7,Personal,B,3500,10.65,0,0.06,N,4
25,62400,Own,NULL,Medical,D,15000,17.58,0,0.24,N,4
26,96000,Mortgage,3,Education,C,12000,13.11,0,0.13,N,4
30,22584,Own,NULL,Medical,A,5000,7.51,0,0.22,N,10
28,48000,Rent,1,Education,A,2500,8.49,0,0.05,N,5
31,120000,Mortgage,6,Personal,D,25000,16.32,0,0.21,Y,7
NULL,35000,Rent,9,Education,A,7000,11.49,NULL,0.22,N,2
23,65000,Rent,3,Personal,B,14000,10.65,0,0.22,N,4
21,36500,Rent,2,Venture,A,5500,7.51,0,0.15,N,2
21,20004,Own,2,Education,B,2500,9.63,0,0.12,N,3
26,50004,Mortgage,10,Education,A,5000,9.32,0,0.1,N,2
28,34000,Mortgage,2,Medical,B,8000,12.69,1,0.24,N,9
22,29004,Mortgage,6,Education,A,2500,6.91,0,0.09,N,3
22,NULL,Mortgage,6,Education,A,6700,14.26,0,0.21,,2
27,45000,Own,4,Venture,C,20000,12.84,0,0.44,N,10
45,82800,Rent,4,Education,C,25000,12.87,1,0.3,Y,14
39,75000,Rent,0,Education,B,14400,12.53,0,0.19,N,11
40,120000,Own,15,Medical,B,20000,NULL,0,0.17,N,11
41,32004,Rent,2,Homeimprovement,D,1500,14.74,1,0.05,N,17
25,43000,Mortgage,5,Debtconsolidation,A,10000,7.88,0,0.23,N,3
34,50000,Own,NULL,Education,A,10000,6.03,0,0.2,N,5
35,88000,,18,Medical,B,4000,10.99,0,0.04,,9
36,170000,Mortgage,13,Venture,A,25000,7.51,0,0.15,N,13
21,84400,Own,2,Venture,A,12000,8.94,0,0.14,N,3
24,19200,Rent,2,Medical,C,2000,13.49,0,0.1,N,4
22,41000,Rent,5,Venture,A,14000,NULL,1,0.34,N,3
25,59000,Rent,0,Medical,D,5000,15.62,1,0.08,Y,3
25,74000,Mortgage,9,Education,A,18000,7.9,1,0.24,N,2
42,69228,Rent,3,Homeimprovement,A,10000,7.49,0,0.14,N,13
39,201000,Rent,6,Venture,B,13500,11.49,0,0.07,N,14
23,75000,Mortgage,7,Education,A,16100,7.9,0,0.21,N,3
25,140000,Rent,9,Education,A,20000,6.54,0,0.14,N,4
22,40000,Rent,3,Education,B,12000,11.89,0,0.3,N,3
28,37152,Rent,12,Education,D,2300,13.17,0,0.06,N,7
25,78000,Mortgage,9,Debtconsolidation,D,8000,16,1,0.1,N,2
22,40000,Rent,2,Education,A,10000,7.14,0,0.25,N,3
24,25000,Rent,0,Education,A,4400,6.76,0,0.18,N,2
25,100000,Mortgage,9,Homeimprovement,B,17600,10.59,0,0.18,N,2
28,127500,Mortgage,5,Medical,E,20000,17.04,1,0.13,Y,8
26,59000,Rent,2,Personal,B,8500,11.83,0,0.14,N,4
24,70399,Rent,0,Medical,A,1000,8.59,0,0.01,N,3
24,131004,Mortgage,8,Personal,A,24000,7.49,0,0.18,N,4
22,118812,Mortgage,6,Medical,C,15000,13.35,0,0.13,N,2
22,24000,Rent,0,Personal,E,1500,18.79,1,0.06,Y,4
26,47000,Rent,0,Medical,A,15600,12.69,NULL,0.17,,9
28,35000,Own,2,Personal,D,13250,16.89,0,0.38,N,7
42,80000,Mortgage,3,Personal,B,10000,11.49,0,0.13,N,14
25,66000,Rent,7,Debtconsolidation,B,6500,10.25,0,0.1,N,3
22,70000,Rent,0,Education,A,8000,7.66,0,0.11,N,4
40,158000,Rent,2,Homeimprovement,E,25000,16.82,1,0.16,N,16
21,40000,Rent,6,Debtconsolidation,C,15000,14.27,1,0.38,N,3
22,33996,Rent,6,Venture,D,15000,14.96,1,0.44,Y,4
28,78000,Mortgage,5,Debtconsolidation,A,12000,5.79,0,0.15,N,5
33,72000,Mortgage,6,Venture,A,4250,5.42,0,0.06,N,5
22,105000,Rent,4,Venture,B,6000,9.99,0,0.06,N,2
24,95004,Mortgage,8,Venture,A,16000,5.79,0,0.17,N,4
33,40056,Mortgage,5,Venture,B,16750,9.88,0,0.42,N,6
25,NULL,Own,9,,A,6400,NULL,0,0.1,N,3
23,76000,Own,3,Education,B,18000,10.99,0,0.24,N,2
NULL,113000,,7,Education,A,3600,9.99,0,0.1,N,4
28,84500,,13,Homeimprovement,C,5000,13.48,0,0.1,,10
26,147000,Mortgage,3,Homeimprovement,A,4100,6.92,0,0.03,N,3
27,81300,Rent,3,Venture,B,29000,12.69,1,0.36,N,6
36,41000,Mortgage,6,Debtconsolidation,B,6250,10.62,0,0.15,N,17
44,80100,Mortgage,16,Medical,B,8000,10.38,0,0.1,N,16
25,48000,Mortgage,5,Homeimprovement,A,7800,8.94,0,0.16,N,2
23,39120,Own,4,Medical,B,7000,11.71,0,0.18,N,3
24,54000,Mortgage,3,Personal,B,8000,10.99,0,0.15,N,3
24,54000,Mortgage,8,Venture,D,1500,14.42,1,0.03,Y,2
26,90000,Mortgage,10,Education,A,1000,6.17,0,0.01,N,4
22,24000,Rent,0,Personal,B,2100,12.21,0,0.09,N,2
23,92000,Mortgage,0,Education,B,12950,9.96,0,0.14,N,2
29,71000,Mortgage,4,Homeimprovement,C,11000,13.43,0,0.15,Y,6
26,58650,Mortgage,3,Medical,C,17500,NULL,1,0.25,N,4
24,40000,Rent,NULL,Personal,D,3000,17.27,1,0.07,Y,2
21,9600,Own,0,Venture,B,1200,10.99,0,0.13,N,4
45,55000,Rent,17,Venture,B,12000,9.91,0,0.22,N,12
38,35000,Rent,6,Personal,B,5000,9.99,0,0.14,N,14
26,40000,Rent,0,Personal,C,5000,13.11,0,0.13,Y,3
60,29000,Rent,0,Homeimprovement,D,2500,15.33,1,0.09,Y,27
38,38000,Rent,3,Debtconsolidation,A,10000,8.59,0,0.26,N,15
21,26400,Rent,0,Education,C,2400,14.79,0,0.09,Y,2
24,135000,Mortgage,8,Venture,B,21000,12.69,0,0.16,N,2
22,54000,Rent,2,Medical,D,7000,14.96,1,0.13,Y,2
25,370000,Mortgage,5,Debtconsolidation,C,15000,12.99,0,0.04,Y,2
28,125000,Mortgage,8,Education,B,8000,11.14,0,0.06,N,10
36,59617,Mortgage,14,Personal,D,21000,15.62,0,0.35,N,14
42,101000,Mortgage,6,Debtconsolidation,F,25000,16.15,1,0.25,Y,14
23,54000,Rent,7,Education,B,4500,NULL,1,0.08,N,2
25,150000,Mortgage,3,Homeimprovement,A,15000,6.54,0,0.1,N,2
33,62000,Own,2,Homeimprovement,C,9800,13.79,0,0.16,Y,10
24,33996,Rent,1,Debtconsolidation,C,7000,13.16,1,0.21,N,3
29,99400,Mortgage,3,Venture,A,6000,6.92,0,0.06,N,7
22,45000,Mortgage,1,Education,B,8000,12.53,0,0.18,N,3
28,41700,Mortgage,7,Venture,B,7750,12.21,0,0.19,N,9
23,30680,Rent,7,Debtconsolidation,B,10000,10.37,1,0.33,N,4
22,52500,Mortgage,3,Debtconsolidation,B,4000,10.65,0,0.08,N,4
25,38400,Mortgage,9,Venture,B,12000,10.38,0,0.31,N,3
25,55315,Rent,3,Education,B,NULL,10.25,NULL,0.24,N,2
22,60000,Mortgage,1,Education,B,17000,9.45,0,0.28,N,4
23,54400,Mortgage,0,Medical,D,12000,15.62,1,0.19,N,3
44,102000,Rent,9,Medical,,1400,NULL,1,0.03,Y,2
22,75000,Mortgage,NULL,Debtconsolidation,A,NULL,10.99,0,0.09,N,13
24,82632,Rent,0,Education,B,10000,12.21,0,0.12,N,4
33,140000,Mortgage,14,Debtconsolidation,A,9600,6.91,0,0.07,N,5
45,70000,Mortgage,15,Medical,A,10000,8.59,0,0.14,N,12
25,50000,Mortgage,5,Education,C,4000,13.43,0,0.08,Y,3
35,105000,Mortgage,11,Education,A,10000,NULL,0,0.1,N,10
31,79800,Mortgage,3,Personal,A,5000,6.91,0,0.06,N,9
30,44000,Rent,0,Medical,A,2000,7.29,0,0.05,N,8
31,60000,Mortgage,4,Homeimprovement,B,9600,10.08,0,0.16,N,8
25,47000,Mortgage,9,Education,A,12000,6.62,1,0.26,N,2
NULL,90000,Mortgage,3,Education,A,6000,7.68,0,0.09,,8
30,40000,Mortgage,8,Homeimprovement,B,8600,10.65,0,0.21,N,6
24,42856,Rent,8,Debtconsolidation,A,16000,8.9,1,0.37,N,3
26,125000,Rent,0,Medical,B,8000,9.63,0,0.06,N,3
32,60000,Rent,0,Debtconsolidation,B,6000,10.36,0,0.1,N,7
25,60500,Own,6,Personal,B,17000,12.42,0,0.28,N,2
27,72000,Rent,4,Homeimprovement,B,20000,9.25,0,0.28,N,10
28,150000,Rent,1,Education,B,8000,11.71,0,0.05,N,10
25,62604,Rent,2,Personal,A,9000,NULL,0,0.14,N,3
22,68000,Mortgage,6,Education,C,9000,15.27,0,0.13,N,2
22,50000,Rent,6,Debtconsolidation,B,7200,NULL,0,0.14,N,4
29,56000,Mortgage,4,Education,D,18000,14.61,0,0.32,Y,9
26,66000,Rent,0,Debtconsolidation,A,2875,7.49,0,0.04,N,2
37,37000,Mortgage,7,Education,B,4000,10.59,0,0.11,N,12
38,30500,Rent,8,Education,C,10000,14.22,1,0.33,N,12
27,55000,Rent,0,Venture,B,16000,11.12,0,0.29,N,9
21,52700,Mortgage,4,Medical,D,26400,16.49,1,0.43,N,3
23,60000,Rent,2,Venture,B,23000,12.18,1,0.38,N,4
28,60000,Rent,1,Debtconsolidation,B,3600,12.21,0,0.06,N,10
25,65900,Rent,2,Debtconsolidation,A,10000,8.49,0,0.15,N,2
24,20000,Own,2,Homeimprovement,A,3000,8.94,0,0.15,N,2
27,73660,Rent,4,Homeimprovement,,NULL,7.9,0,0.2,N,4
24,100000,Mortgage,0,Debtconsolidation,C,16000,14.72,0,0.16,N,2
37,12360,Rent,3,Education,B,4000,9.99,1,0.32,N,13
25,90000,Rent,5,Personal,A,10000,7.49,0,0.11,N,2
38,72000,Mortgage,8,Homeimprovement,D,5000,12.92,0,0.07,N,16
31,96000,Mortgage,1,Medical,B,22500,11.36,0,0.23,N,5
23,57000,Rent,7,Debtconsolidation,B,10000,11.48,0,0.18,N,4
34,54000,Rent,2,Homeimprovement,D,15000,14.11,1,0.28,Y,7
25,77000,Mortgage,6,Education,D,8000,15.33,0,0.1,N,2
35,100000,Mortgage,14,Personal,A,10000,6.62,0,0.1,N,8
23,45000,Rent,2,Education,C,1700,14.72,0,0.04,N,2
28,16800,Own,NULL,Medical,C,5000,13.98,1,0.3,N,8
23,38000,Mortgage,5,Venture,B,4000,12.42,0,0.11,N,3
27,49200,Mortgage,11,Medical,A,9600,5.42,0,0.2,N,6
23,40000,Mortgage,0,Debtconsolidation,B,6000,10.65,0,0.15,N,4
21,84000,Mortgage,5,Debtconsolidation,B,10000,12.53,0,0.12,N,4
30,100000,Mortgage,9,Medical,A,12000,8.9,0,0.12,N,10
25,145000,Mortgage,3,Personal,B,7500,10.08,0,0.05,N,2
30,198171,Mortgage,4,Debtconsolidation,A,5000,5.79,0,0.03,N,6
31,99000,Rent,0,Homeimprovement,C,5675,13.23,0,0.06,Y,8
26,145992,Mortgage,0,Personal,D,20000,NULL,0,0.14,Y,2
39,61250,Mortgage,0,Personal,A,5200,8.49,0,0.08,N,17
25,32760,Mortgage,6,Venture,B,6000,10.59,0,0.18,N,2
26,86000,Rent,4,Venture,C,10000,13.49,0,0.12,N,4
22,24000,Rent,0,Education,B,4500,11.49,0,0.19,N,2
34,154000,Mortgage,4,Personal,B,4000,10.37,0,0.03,N,8
34,54000,Rent,5,Medical,D,3000,15.37,1,0.06,Y,6
26,60000,Mortgage,10,Venture,A,12500,6.92,0,0.21,N,2
25,45000,Rent,9,Education,A,4800,7.51,0,0.11,N,3
28,115000,Mortgage,12,Debtconsolidation,B,18000,10.37,0,0.16,N,7
22,34359,Rent,6,Education,A,7475,9.63,0,0.22,N,2
22,50000,Rent,6,Medical,A,9500,6.99,0,0.19,N,2
23,36000,Rent,0,Education,A,8000,7.51,0,0.22,N,2
41,17000,Rent,0,Personal,C,1500,15.23,1,0.09,N,13
30,24414,Rent,0,Medical,A,5000,6.91,0,0.2,N,7
24,238000,Mortgage,2,Debtconsolidation,A,7000,7.66,1,0.03,N,2
41,62000,Rent,3,Medical,B,7500,11.36,0,0.12,N,16
24,30000,Rent,6,Debtconsolidation,A,6000,7.51,0,0.2,N,3
25,45000,Mortgage,1,Venture,A,3000,6.62,0,0.07,N,2
27,105000,Rent,4,Venture,B,20000,10.62,0,0.19,N,9
23,75000,Own,7,Education,D,12000,12.49,0,0.16,N,4
26,74000,Mortgage,9,Homeimprovement,C,1200,13.22,0,0.02,Y,4
48,110000,Mortgage,6,Education,A,6000,8.94,0,0.05,N,14
25,45000,Mortgage,4,Venture,C,10400,14.27,0,0.23,Y,2
21,165000,Mortgage,5,Education,A,20000,6.91,0,0.12,N,4
30,48000,Own,3,Homeimprovement,C,1500,13.48,0,0.03,Y,5
23,61836,Mortgage,4,Debtconsolidation,D,1700,16.77,1,0.03,N,4
53,88000,Rent,0,Education,A,5000,8.49,0,0.06,N,25
21,45000,Rent,5,Medical,A,6000,9.38,0,0.13,N,4
40,52000,Mortgage,6,Homeimprovement,C,7000,14.65,1,0.13,N,14
25,62165,,2,Medical,,7500,NULL,0,0.05,N,10
29,58500,Rent,1,Medical,D,22000,13.67,1,0.38,N,6
47,126000,Rent,1,Medical,A,10000,6.91,0,0.08,N,17
22,32004,Mortgage,6,Education,A,10000,7.51,0,0.31,N,2
24,96000,Rent,6,Venture,B,7000,9.91,0,0.07,N,3
23,63000,Mortgage,8,Education,A,7300,7.49,0,0.12,N,2
23,84000,Mortgage,7,Venture,B,25000,12.53,0,0.3,N,2
26,63000,Mortgage,3,Homeimprovement,C,3800,12.04,0,0.06,Y,4
27,80000,Rent,3,Debtconsolidation,B,7500,12.18,0,0.09,N,5
27,106000,Rent,5,Debtconsolidation,B,15000,10.75,0,0.14,N,6
24,56000,,NULL,Medical,B,22750,11.36,1,0.39,N,4
33,65000,Mortgage,3,Debtconsolidation,A,2000,7.88,0,0.03,N,7
22,42000,Rent,1,Medical,B,10000,12.42,0,0.24,N,4
40,34500,Rent,2,Personal,D,5400,12.61,1,0.16,N,13
42,60000,Rent,3,Homeimprovement,A,7200,5.79,0,0.12,N,11
24,39456,Own,8,Personal,A,1325,6.62,0,0.03,N,2
35,170000,Mortgage,6,Education,A,6500,7.49,0,0.04,N,10
28,35000,Rent,2,Medical,C,4800,13.49,0,0.14,N,5
24,47110,Mortgage,0,Personal,B,11000,10.99,0,0.23,N,4
24,45000,Rent,8,Medical,A,3000,7.49,0,0.07,N,4
23,34255,Rent,7,Venture,G,6000,22.11,1,0.18,Y,3
23,98800,Mortgage,7,Venture,B,1000,11.49,0,0.01,N,3
35,84000,Mortgage,0,,C,5500,6.76,0,0.09,,9
22,60000,Rent,4,Personal,A,9600,7.9,0,0.16,N,3
22,50000,Own,6,Medical,A,15000,8.63,0,0.3,N,2
29,38004,Rent,2,Personal,C,1500,12.53,1,0.04,Y,7
32,84000,Mortgage,15,Medical,A,15000,6.91,0,0.18,N,7
27,127000,Mortgage,6,Personal,B,21000,10.99,0,0.17,N,8
26,47000,Rent,0,Medical,A,16500,NULL,1,0.35,N,4
31,25000,Rent,0,Medical,A,13000,8.9,1,0.52,N,7
24,56100,Mortgage,4,Medical,D,4900,15.95,1,0.07,Y,4
26,95000,Mortgage,1,Venture,B,15000,10.37,0,0.16,N,4
23,76000,Rent,0,Personal,D,7000,14.96,1,0.09,N,4
25,32000,Mortgage,8,Debtconsolidation,A,5600,7.9,0,0.17,N,3
31,35000,Mortgage,2,Debtconsolidation,B,10225,9.99,0,0.29,N,6
34,31075,Mortgage,3,Education,A,7400,7.51,0,0.24,N,6
28,35000,Mortgage,5,Personal,C,9600,13.16,0,0.27,N,8
42,47000,Rent,2,Medical,B,25000,12.18,1,0.53,N,15
26,44000,Rent,4,Homeimprovement,G,12500,22.11,1,0.28,Y,2
22,70000,Mortgage,6,Venture,B,2000,10.74,0,0.03,N,2
31,86500,Own,0,Personal,C,25000,13.57,0,0.29,Y,10
40,66000,Own,25,Personal,C,6125,14.65,0,0.09,N,13
26,54000,Mortgage,8,Medical,D,5000,15.62,1,0.09,Y,4
29,47500,Rent,0,Personal,A,12000,8.94,0,0.25,N,5
25,62004,Mortgage,10,Homeimprovement,C,15000,13.47,0,0.24,N,4
29,45000,Mortgage,13,Education,A,13000,9.63,0,0.29,N,9
22,78000,Mortgage,6,Education,E,16000,16.45,0,0.21,Y,2
25,45149,Mortgage,NULL,Education,A,9000,5.79,0,0.2,N,4
31,140000,Mortgage,15,Debtconsolidation,A,12000,7.88,0,0.09,N,9
22,130000,Mortgage,6,Personal,C,3000,13.49,0,0.02,N,2
23,99200,Mortgage,7,Debtconsolidation,A,23000,6.91,0,0.23,N,4
33,26400,Rent,3,Medical,B,1000,10.99,0,0.04,N,7
27,39000,Mortgage,0,Debtconsolidation,C,6900,12.87,0,0.18,N,9
24,70550,Rent,8,Medical,D,9000,15.05,1,0.11,Y,2
21,12000,Rent,NULL,Homeimprovement,,2400,17.49,1,0.08,Y,10
34,42000,Rent,17,Venture,B,5000,NULL,0,0.12,N,5
25,49963,Mortgage,9,Education,B,2100,11.49,1,0.04,N,3
34,105000,Rent,0,Personal,A,8000,8.38,0,0.08,N,8
28,80004,Mortgage,5,Medical,A,12000,6.91,0,0.15,N,6
24,82000,Other,2,Personal,A,14700,9.63,0,0.18,N,3
30,73524,Mortgage,2,Education,D,10000,14.74,0,0.14,N,8
28,26400,Rent,7,Personal,C,5000,13.11,1,0.19,Y,6
26,24000,Mortgage,10,Medical,A,5000,7.66,1,0.21,N,3
30,88000,Rent,3,Homeimprovement,D,9700,NULL,0,0.11,N,5
22,58000,Rent,0,Education,A,17475,7.51,0,0.3,N,3
40,110000,Rent,0,Education,B,20000,10.38,0,0.18,N,16
24,52000,Rent,8,Education,D,20000,15.65,1,0.38,Y,2
26,22584,Rent,NULL,Personal,A,1800,8.49,0,0.08,N,2
26,120000,Mortgage,8,Education,B,25000,9.76,0,0.21,N,3
24,66996,Mortgage,5,Education,B,10000,9.62,0,0.15,N,2
25,42000,Rent,2,Medical,B,2000,9.25,0,0.05,N,3
23,60000,Rent,1,Debtconsolidation,A,3000,7.51,0,0.05,N,2
24,46325,Mortgage,6,Medical,A,3600,7.68,0,0.08,N,4
26,100000,Mortgage,5,Debtconsolidation,B,24000,10.99,0,0.24,N,4
23,78000,Rent,1,,B,5000,NULL,1,0.15,N,4
25,42000,Mortgage,NULL,Debtconsolidation,B,3000,9.91,0,0.07,N,4
26,60000,Rent,1,Homeimprovement,A,4800,7.9,0,0.08,N,3
25,120000,Mortgage,9,Medical,A,5000,8.49,0,0.04,N,3
24,28800,Rent,0,Medical,C,5300,15.27,0,0.18,N,3
23,70000,Rent,2,Venture,B,11500,11.86,0,0.16,N,3
23,75000,Rent,7,Education,C,18000,12.73,0,0.24,Y,4
28,39000,Rent,0,Medical,A,9600,7.49,0,0.25,N,8
24,80000,Mortgage,6,Homeimprovement,C,7000,14.65,0,0.09,N,4
35,58788,Mortgage,8,Debtconsolidation,B,2200,11.99,0,0.04,N,6
23,25200,Rent,1,Education,A,5500,7.9,0,0.22,N,2
31,60000,Own,0,Education,B,24250,12.18,0,0.4,N,7
41,56448,Rent,5,Venture,B,10000,9.99,0,0.18,N,17
24,49232,Rent,8,Education,A,8500,6.54,0,0.17,N,4
34,135000,Mortgage,7,Education,C,15000,13.47,0,0.11,Y,7
23,56000,Rent,7,Debtconsolidation,C,3500,NULL,0,0.06,Y,3
24,125000,Own,3,Homeimprovement,B,2000,15.7,NULL,0.03,,6
28,100000,Own,5,Venture,C,11000,13.61,0,0.11,Y,8
44,37000,Rent,0,Medical,C,3500,12.87,0,0.09,Y,13
28,65000,Rent,12,Venture,D,10000,14.96,0,0.15,Y,6
27,41500,Rent,0,Medical,C,10000,11.09,0,0.24,Y,6
23,90000,Rent,0,Debtconsolidation,A,10000,7.49,0,0.11,N,3
22,14400,Rent,0,Debtconsolidation,B,7200,11.71,1,0.5,N,4
31,39000,Rent,0,Homeimprovement,D,16450,16.02,1,0.42,N,10
23,50400,,7,Education,D,8000,13.61,0,NULL,N,5
35,72500,Mortgage,0,Debtconsolidation,B,4000,10.25,0,0.06,N,6
33,40000,Rent,NULL,Debtconsolidation,,14000,13.22,0,0.29,Y,14
27,112500,Mortgage,4,Homeimprovement,D,10400,15.62,0,0.09,Y,6
41,30840,Rent,8,Medical,B,6000,10.59,0,0.19,N,13
25,108000,Rent,0,Homeimprovement,C,20000,NULL,0,0.19,N,4
25,111262,Mortgage,2,Personal,B,20000,12.53,0,0.18,N,3
25,155004,Mortgage,9,Homeimprovement,A,10500,7.49,0,0.07,N,2
30,19200,Mortgage,2,Homeimprovement,C,4750,13.61,1,0.25,Y,8
31,60000,Mortgage,7,Venture,B,7000,NULL,0,0.12,N,7
35,54084,Rent,2,Debtconsolidation,C,3000,12.61,0,0.06,N,6
36,40000,Rent,0,Venture,B,4800,NULL,0,0.12,N,15
38,89000,Mortgage,2,Personal,A,6000,5.42,0,0.07,N,13
28,58000,Mortgage,11,Debtconsolidation,B,6700,9.99,0,0.12,N,5
54,129000,Mortgage,6,Education,B,9000,11.49,1,0.07,N,18
25,95000,Rent,3,Debtconsolidation,A,7100,6.99,0,0.07,N,2
47,65000,Rent,1,Debtconsolidation,C,3100,13.49,0,0.05,Y,12
39,126000,Mortgage,3,Medical,B,14000,9.99,0,0.11,N,14
47,59827,Mortgage,9,Education,D,6000,15.58,1,0.1,N,15
23,40308,Mortgage,1,Medical,A,5000,7.68,0,0.12,N,3
26,70000,Rent,2,Homeimprovement,B,10000,9.45,0,0.14,N,3
22,38117,Mortgage,0,Personal,B,13500,11.83,0,0.35,N,4
27,32160,Rent,1,Medical,D,4000,15.99,1,0.12,N,9
23,8628,Own,NULL,Education,A,1400,NULL,1,0.16,N,2
39,50760,Rent,4,Education,E,6725,16.45,0,0.13,N,11
21,23000,Rent,5,Personal,C,6250,13.48,0,0.27,Y,3
33,98000,Rent,2,Education,A,20000,6.91,0,0.2,N,5
28,59520,Mortgage,9,Personal,A,5000,8.59,0,0.08,N,7
27,130000,Mortgage,3,Venture,B,24000,10.99,0,0.18,N,10
25,130000,Mortgage,2,Venture,D,19400,16,0,0.15,Y,4
21,31680,Rent,5,Medical,C,15000,12.61,1,0.47,Y,4
27,60000,Mortgage,3,Education,A,5075,5.99,0,0.08,N,8
25,43200,Mortgage,6,Education,C,3600,14.79,0,0.08,Y,2
28,50400,Rent,8,Education,D,18500,16.02,1,0.37,N,5
28,64049,Mortgage,7,Education,B,NULL,9.32,NULL,0.08,N,7
26,98000,Rent,8,Debtconsolidation,B,6000,10.99,0,0.06,N,3
29,40000,Mortgage,9,Personal,A,5000,6.99,0,0.13,N,7
46,54196,Mortgage,17,Venture,B,4500,11.49,0,0.08,N,14
33,36000,Mortgage,10,Venture,A,5000,8.49,0,0.14,N,9
22,65000,Mortgage,0,Personal,A,7200,8.9,0,0.11,N,2
29,150000,Mortgage,NULL,Debtconsolidation,A,14000,5.79,0,0.09,N,9
28,25200,Rent,2,Education,B,3700,9.62,0,0.15,N,8
28,80000,Mortgage,0,Homeimprovement,B,6500,11.11,0,0.08,N,7
28,52000,Rent,12,Venture,A,10000,6.92,0,0.19,N,8
30,70000,Mortgage,6,Homeimprovement,A,10200,6.91,0,0.15,N,8
23,44400,Rent,0,Education,B,1500,11.63,0,0.03,N,2
